Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Hosek, Jennifer",4.2,4,Hot,2.2,Humanities,Stanford
"Hua, Hillary", ,0,Not Hot, ,Chemistry,Stanford
"Hubbard, Laurea",4.5,1,Not Hot,3,Anthropology,Stanford
"Hunt, Patrick",3.8,3,Hot,4,Classics,Stanford
"Hurlbut, William",5,2,Hot,4,Biology,Stanford
"Inan, Umran",3.5,2,Not Hot,1.5,Engineering,Stanford
"Itauiqmal, Itauiqmal", ,0,Not Hot, ,Accounting,Stanford
"Jackman, Simon",4.5,3,Hot,2.3,Political Science,Stanford
"Jagolinzer, Alan",5,3,Hot,2.3,Accounting,Stanford
"Johnson, David",4,12,Not Hot,2.5,Economics,Stanford
"Jones, Robert",5,4,Hot,4.2,Philosophy,Stanford
"Kahle, Matt",5,1,Not Hot,3,Mathematics,Stanford
"Huestis, Wray",4.8,8,Not Hot,2.8,Chemistry,Stanford
"Hunter, Donna",4.8,2,Not Hot,2.5,Writing,Stanford
"Hussain, Nadeem",5,1,Hot,3,Philosophy,Stanford
"Ingle, Jim",4.8,2,Not Hot,3.5,Geology,Stanford
"Iyer, Gautam",3.8,3,Not Hot,1.7,Mathematics,Stanford
"Jacobson, Mark",5,1,Hot,3,Engineering,Stanford
"Jenkins, Nicolas",5,2,Not Hot,4,English,Stanford
"Johnson, Susan",3.5,1,Not Hot,5,Psychology,Stanford
"Jurafsky, Dan",4.5,2,Hot,2.5,Languages,Stanford
"Kahn, Joseph",1,1,Not Hot,2,Engineering,Stanford
"Kakaradova, Lilia",5,1,Not Hot,5,Health Science,Stanford
"Kanan, Matthew",5,1,Hot,5,Chemistry,Stanford
"Karl, Terry",4.3,7,Not Hot,2,Political Science,Stanford
"Kasevich, Mark",3.6,4,Hot,3,Physics,Stanford
"Keating, Patrick",5,1,Hot,3,Film,Stanford
"Kelman, Mark",2.6,19,Not Hot,2,Law,Stanford
"Kerckhoff, Steven",3.5,1,Hot,2,Mathematics,Stanford
"Khayms, Vadim",4.3,17,Hot,1.8,Engineering,Stanford
"Khuri-Yakub, Pierre",3.5,10,Not Hot,2.9,Engineering,Stanford
"Kirkham, Natasha",4.5,1,Not Hot,3,Psychology,Stanford
"Kale, David",1,1,Not Hot,1,Computer Science,Stanford
"Kargin, Vladislav",2.8,2,Not Hot,3.5,Mathematics,Stanford
"Karlan, Pam",4.7,3,Hot,3,Law,Stanford
"Katznelson, Yitzhak",1,2,Not Hot,1.5,Mathematics,Stanford
"Keller, Joseph Bishop", ,0,Not Hot, ,Mathematics,Stanford
"Kennedy, David",4,13,Not Hot,2.8,History,Stanford
"Kershaw, Miranda",2,1,Not Hot,3,French & Italian,Stanford
"Khosla, Chaitan",3.4,6,Hot,2,Engineering,Stanford
"Kim, Paul",4.5,1,Hot,3,Education,Stanford
"Klausner, Michael",3.4,6,Hot,2.7,Law,Stanford
"Klein, Dan",5,1,Hot,2,Drama,Stanford
"Klenow, Pete",5,3,Not Hot,2.3,Economics,Stanford
"Kohler, Jennifer",3.2,3,Hot,3,Chemistry,Stanford
"Kollmann, Nancy",5,1,Not Hot,3,History,Stanford
"Kosnik, Tom",4.8,2,Not Hot,2.5,Engineering,Stanford
"Kronengold, Charles", ,0,Not Hot, ,Music,Stanford
"Kubo, Momoyo",3.6,7,Not Hot,3.4,Languages,Stanford
"L'Heureux, John",3.9,14,Not Hot,2.4,English,Stanford
"Lafromboise, Teresa",3,5,Hot,3.2,Education,Stanford
"Lain, Norbert",4.8,4,Not Hot,3.5,Classics,Stanford
"Klein, Daniel", ,0,Not Hot, ,Drama,Stanford
"Klingner, Jeff",3,1,Not Hot,3,Computer Science,Stanford
"Koller, Daphne",4,9,Not Hot,1.8,Computer Science,Stanford
"Koski, William", ,0,Not Hot, ,Law,Stanford
"Kozyrakis, Christos",3.8,3,Not Hot,2.3,Engineering,Stanford
"Krosnik, Jon",2.5,1,Not Hot,3,Communication,Stanford
"Kumar, Aishwary", ,0,Not Hot, ,History,Stanford
"La Torre, Lauren", ,0,Not Hot, ,English,Stanford
"Lai, Tze", ,0,Not Hot, ,Mathematics,Stanford
"Lall, Sanjay",2.8,6,Not Hot,2.5,Engineering,Stanford
"Lam, Monica",4,1,Hot,3,Computer Science,Stanford
"Landis-Dauber, Michelle",2,1,Not Hot,2,Law,Stanford
"Larkin, Graham",4,1,Hot,3,Art History,Stanford
"Laughlin, Robert", ,0,Not Hot, ,Physics,Stanford
"Lee, Ben",2.5,2,Not Hot,3,Mathematics,Stanford
"Leivick, Joel",3,3,Not Hot,2.3,Fine Arts,Stanford
"Lessig, Lester Lawrence",2.5,5,Not Hot,3.2,Law,Stanford
"Levi, Pavle",4.3,5,Hot,3.6,Film,Stanford
"Levoy, Marc",5,1,Not Hot,3,Computer Science,Stanford
"Levy, Indra", ,0,Not Hot, ,Humanities,Stanford
"Lampe, Ryan",4.5,1,Not Hot,4,Economics,Stanford
"Landy, Joshua",4.7,15,Hot,2.8,Languages,Stanford
"Latombe, Michel",5,2,Hot,3.5,Computer Science,Stanford
"Leben, William",2.5,4,Not Hot,4,Not Specified,Stanford
"Leeson, Robert",2,1,Not Hot,5,Economics,Stanford
"Leskovec, Jure",5,2,Hot,2.5,Computer Science,Stanford
"Levandosky, Steven",4.1,4,Hot,2.2,Mathematics,Stanford
"Levitt, Michael", ,0,Not Hot, ,Biology,Stanford
"Levy, Doron",4.4,4,Not Hot,2.5,Mathematics,Stanford
"Lewis, Martin",4.5,1,Hot,3,History,Stanford
"Licata, Anthony",5,1,Not Hot,3,Mathematics,Stanford
"Linde, Andrei",1.5,1,Not Hot,1,Physics,Stanford
"Loague, Keith", ,0,Not Hot, ,Geology,Stanford
"Lotan, Rachel",4.5,1,Not Hot,4,Education,Stanford
"Lucianovic, Marc",3.9,10,Hot,3.5,Mathematics,Stanford
"Lummus, David", ,0,Not Hot, ,French & Italian,Stanford
"Lusignan, Bruce",3.3,7,Not Hot,3.3,Engineering,Stanford
"Lythcott, Jeannie",4.5,1,Not Hot,2,Education,Stanford
"MaCurdy, Thomas", ,0,Not Hot, ,Economics,Stanford
"Malkki, Liisa", ,0,Not Hot, ,Anthropology,Stanford
"Lin, Nina",5,5,Hot,4,Languages,Stanford
"Liu, Tai-Ping",1.2,3,Not Hot,1.7,Mathematics,Stanford
"Logan, Garrett",5,3,Hot,1.3,Economics,Stanford
"Lowood, Henry", ,0,Not Hot, ,Science,Stanford
"Luhrmann, Tanya", ,0,Not Hot, ,Anthropology,Stanford
"Lunsford, Andrea",3.7,6,Hot,2.7,English,Stanford
"Ly, Jennifer", ,0,Not Hot, ,Computer Science,Stanford
"MacHosky, Brenda", ,0,Not Hot, ,Humanities,Stanford
"Mahajan, Aprajit",3.4,7,Not Hot,2.4,Economics,Stanford
"Mancall, Mark",3.6,20,Not Hot,3,History,Stanford
"Manoharan, Hari",2.5,1,Not Hot,3,Physics,Stanford
"Margo, Horn",3.5,1,Not Hot,5,Women's Studies,Stanford
"Martin, Lewis",5,1,Not Hot,4,Geography,Stanford
"Maxmin, Jody",5,6,Hot,2.7,Art History,Stanford
"McAdam, Doug",5,3,Hot,3,Political Science,Stanford
"McCarty, Alessandra",5,1,Hot,3,French & Italian,Stanford
"McGehee, Mike",4.5,2,Not Hot,4.5,Engineering,Stanford
"McKibben, Carol",4,1,Not Hot,4,History,Stanford
"Mease, David",5,1,Hot,1,Statistics,Stanford
"Medin, Daniel",4.8,3,Hot,4,Humanities,Stanford
"Marcos, Marina",4.5,2,Not Hot,3,Languages,Stanford
"Markman, Ellen",2,3,Not Hot,1.3,Psychology,Stanford
"Mavko, Gary", ,0,Not Hot, ,Geology,Stanford
"Mazzeo, Rafe Roys", ,0,Not Hot, ,Mathematics,Stanford
"McBride, Christine",4.5,2,Hot,1.5,English,Stanford
"McCaskey, John",4.9,24,Hot,2.6,History,Stanford
"McGinn, Robert",3.8,4,Hot,3.5,Not Specified,Stanford
"Meadowsong, Zena",4.5,3,Not Hot,3,Humanities,Stanford
"Meckes, Mark",3.5,7,Hot,2.9,Mathematics,Stanford
"Mehta, Saumil", ,0,Not Hot, ,Computer Science,Stanford
"Mesa, Christina",4.8,2,Hot,2.5,Humanities,Stanford
"Michelson, Peter",1.2,12,Not Hot,2.8,Physics,Stanford
"Milanov, Todor",3.2,2,Not Hot,2.5,Mathematics,Stanford
"Miller, Patrick", ,0,Not Hot, ,Biology,Stanford
"Mishra, Nina", ,0,Not Hot, ,Computer Science,Stanford
"Moekle, Kimberly",4.2,5,Hot,3.2,English,Stanford
"Moin, Parviz",3.5,1,Not Hot,1,Engineering,Stanford
"Morgan, Robert Huw",3.9,5,Hot,3.8,Music,Stanford
"Morrison, Evan",5,1,Hot,3,Psychology,Stanford
"Moylan, Chris",2,21,Not Hot,2,Chemistry,Stanford
"Michaelson, ",2.6,5,Not Hot,2,Science,Stanford
"Milani, Abbas",4.3,7,Hot,4,Political Science,Stanford
"Miller, H. Lyman",4.5,2,Not Hot,3.5,Political Science,Stanford
"Mirzakhani, Maryam", ,0,Not Hot, ,Mathematics,Stanford
"Mitchell, John",3,3,Not Hot,3.7,Computer Science,Stanford
"Moerner, W. E.",3.2,2,Not Hot,3.5,Chemistry,Stanford
"Monin, Benoit",3.9,7,Hot,2.6,Psychology,Stanford
"Morris, Ian",3.8,8,Hot,2.6,Classics,Stanford
"Moya, Paula",3.7,3,Hot,3.7,English,Stanford
"Mullaney, Thomas Shawn",4.7,3,Hot,2.7,History,Stanford
"Munson, Brian Andrew",5,1,Not Hot,4,Mathematics,Stanford
"Nachury, Maxence",1,1,Not Hot,1,Medicine,Stanford
"Naimark, Norman",4.5,4,Hot,2.5,History,Stanford
"Nass, Clifford",3.7,7,Not Hot,3.7,Communication,Stanford
"Ng, Andrew",4,11,Not Hot,2.2,Computer Science,Stanford
"Nguyen, Dzuong K", ,0,Not Hot, ,Humanities,Stanford
"Olzak, Susan",4.6,10,Hot,2.8,Sociology,Stanford
"Oprea, Dragos",4.5,1,Hot,2,Mathematics,Stanford
"Osgood, Brad",4.8,6,Hot,3.2,Engineering,Stanford
"Ozer, Ozalp",5,1,Hot,3,Management,Stanford
"Murmann, Boris",4.3,3,Not Hot,1.7,Engineering,Stanford
"Nacu, Serban",4,3,Not Hot,2.7,Not Specified,Stanford
"Nair, Amar",4,2,Not Hot,4,Economics,Stanford
"Nedelec, Laurence",3,1,Not Hot,3,Mathematics,Stanford
"Ng, Lenhard",5,1,Hot,5,Mathematics,Stanford
"Olukotun, Oyekunle",3.8,2,Hot,4,Computer Science,Stanford
"Ontiveros, Richard",4.8,5,Hot,3.4,Music,Stanford
"Orr Jr., Franklin M.", ,0,Not Hot, ,Engineering,Stanford
"Osheroff, Douglas",3.1,21,Not Hot,2.4,Science,Stanford
"Palumbi, Stephen",2.8,2,Not Hot,2.5,Biology,Stanford
"Panigrahy, Rina",3.5,1,Not Hot,1,Computer Science,Stanford
"Parker, Patricia",4.7,8,Hot,3.4,English,Stanford
"Pauly, John",4.2,3,Hot,3,Engineering,Stanford
"Pearson, B. Howard",4.5,2,Not Hot,4,Law,Stanford
"Perales, Otila",3.2,2,Not Hot,3,Languages,Stanford
"Peskin, Michael", ,0,Not Hot, ,Physics,Stanford
"Petig, William",5,5,Not Hot,2.6,Languages,Stanford
"Phelan, Peggy",4,2,Hot,2,Theater,Stanford
"Piech, Chris",5,1,Not Hot,5,Computer Science,Stanford
"Plummer, Robert",4.3,12,Not Hot,3.3,Computer Science,Stanford
"Papanicolaou, George C.",3.5,1,Not Hot,3,Mathematics,Stanford
"Parlante, Nick",4.5,28,Not Hot,3,Computer Science,Stanford
"Paytan, Adina", ,0,Not Hot, ,Geology,Stanford
"Pencavel, John",1.5,1,Not Hot,1,Economics,Stanford
"Perry, William",4,3,Not Hot,3.7,International Studies,Stanford
"Peterson, Joel",4.5,2,Hot,3,Business,Stanford
"Petrov, Dmitri",4,1,Hot,3,Biology,Stanford
"Picherit, Herve",4,1,Hot,2,Languages,Stanford
"Plotkin, Serge",2.6,6,Not Hot,2,Computer Science,Stanford
"Powers, Richard",5,1,Not Hot,4,Theater,Stanford
"Prabhakar, Balaji", ,0,Not Hot, ,Engineering,Stanford
"Predmore, Michael",5,1,Not Hot,2,Humanities,Stanford
"Raginald, Williams", ,0,Not Hot, ,Philosophy,Stanford
"Rakove, Jack",4.4,9,Not Hot,2.7,History,Stanford
"Ramscar, Michael",4.2,9,Hot,2.7,Psychology,Stanford
"Reich, Rob",4.9,6,Hot,3.3,Political Science,Stanford
"Reynolds, Jeff",5,1,Not Hot,1,English,Stanford
"Rice, Condoleeza",5,3,Hot,2.7,Political Science,Stanford
"Riskin, Jessica",5,1,Not Hot,3,History,Stanford
"Prado, Jose", ,0,Not Hot, ,Sociology,Stanford
"Proctor, Robert",4.5,1,Not Hot,4,History,Stanford
"Rajan, Madhav", ,0,Hot, ,Accounting,Stanford
"Ramsaur, Michael",2.5,1,Not Hot,3,Theater,Stanford
"Rayner, Alice",3.2,3,Not Hot,2.3,Theater,Stanford
"Rehm, Rush",4.5,4,Not Hot,1.8,Theater,Stanford
"Reinhold, Veronika",5,1,Not Hot,5,Languages,Stanford
"Rhode, Deborah",2.7,5,Not Hot,4,Law,Stanford
"Ridgeway, Cecilia",1.7,3,Not Hot,3,Sociology,Stanford
"Roberts, Eric",4.3,14,Not Hot,2.6,Computer Science,Stanford
"Roberts, Richard",4,1,Not Hot,3,History,Stanford
"Rocca, ", ,0,Not Hot, ,Biology,Stanford
"Rodrigue, Victoria",5,1,Hot,5,Music,Stanford
"Rogosa, David",2.7,3,Not Hot,1.7,Education,Stanford
"Rorty, Richard",4.5,4,Hot,2.5,Philosophy,Stanford
"Rosenblum, Mendel",3.9,5,Not Hot,2.8,Computer Science,Stanford
"Roughgarden, Tim",4.9,7,Hot,2.4,Computer Science,Stanford
"Rozelle, Yu-Hwa",4.9,6,Not Hot,3.5,Languages,Stanford
"Ruhlen, Merritt",3.5,1,Not Hot,4,Languages,Stanford
"Rutten, Andy",3.2,7,Not Hot,2.6,Political Science,Stanford
"Robertson, Channing",4.8,7,Hot,2.7,Engineering,Stanford
"Rock, Steve",2.3,3,Not Hot,3,Engineering,Stanford
"Rogers, John", ,0,Not Hot, ,Finance,Stanford
"Roman, Laura",3.8,10,Hot,2.9,Writing,Stanford
"Rosenberg, Nathan",4.5,2,Not Hot,3,Economics,Stanford
"Ross, Carolyn",3.3,8,Not Hot,3,English,Stanford
"Rovee, Christopher",5,2,Hot,4,English,Stanford
"Ruffinelli, Jorge",4.9,8,Not Hot,3.4,Languages,Stanford
"Rusk, Lauren", ,0,Not Hot, ,English,Stanford
"Rytkonen, Helle",5,2,Not Hot,4,English,Stanford
"Sagan, Scott",3.2,5,Not Hot,2.2,Political Science,Stanford
"Salleo, Alberto", ,0,Not Hot, ,Engineering,Stanford
"Samarth, Brajesh",5,2,Hot,3.5,Languages,Stanford
"Sano, Stephen", ,0,Not Hot, ,Music,Stanford
"Sapolsky, Robert",4.9,16,Not Hot,3.2,Biology,Stanford
"Satia, Priya",2.6,4,Hot,2.2,History,Stanford
"Scheck, Zac", ,0,Not Hot, ,Women's Studies,Stanford
"Schoen, Richard Melvin",5,1,Not Hot,3,Mathematics,Stanford
"Schultz, Anna", ,0,Hot, ,Music,Stanford
"Schwartz, Daniel",1,4,Not Hot,3.5,Education,Stanford
"Sahami, Mehran",4.9,53,Hot,4,Computer Science,Stanford
"Saloner, Garth",5,3,Hot,2,Business,Stanford
"Sandlin, Phil", ,0,Hot, ,Physical Education,Stanford
"Santiago, Juan",5,2,Hot,3,Engineering,Stanford
"Sarenac, Darko",4,1,Hot,3,Philosophy,Stanford
"Saussy, Haun",3.7,3,Hot,3,Literature,Stanford
"Schiebinger, Londa",4.5,1,Hot,2,History,Stanford
"Schuh-Huerta, Sonya", ,0,Not Hot, ,Biology,Stanford
"Schultz, Kenneth",4.7,3,Hot,3.3,Political Science,Stanford
"Schwartz, Jennifer",5,1,Hot,2,Chemistry,Stanford
"Schwarz, Keith",5,3,Not Hot,3.3,Computer Science,Stanford
"Seba, Tony",2,1,Not Hot,5,Business,Stanford
"Segal, Janna", ,0,Not Hot, ,Drama,Stanford
"Shahidi, ", ,0,Not Hot, ,Engineering,Stanford
"Shaw, Kathryn", ,0,Hot, ,Economics,Stanford
"Sheehan, Thomas",3.9,8,Not Hot,2.5,Theology,Stanford
"Sheppard, Sheri",5,4,Hot,2.5,Engineering,Stanford
"Siegmund, David",3,3,Not Hot,3,Mathematics,Stanford
"Simon, Leon", ,0,Not Hot, ,Mathematics,Stanford
"Sloan, Nate", ,0,Not Hot, ,Music,Stanford
"Seagal, Paul",4.5,2,Not Hot,3,Geology,Stanford
"Secret, Kara",3.5,1,Hot,2,Computer Science,Stanford
"Sells, Peter", ,0,Not Hot, ,Languages,Stanford
"Shasko, Tanya",4.9,7,Hot,3.4,Languages,Stanford
"Sheehan, James",4.3,6,Hot,2.8,History,Stanford
"Shenoy, Krishna",5,1,Not Hot,3,Engineering,Stanford
"Shoham, Yoav", ,0,Not Hot, ,Computer Science,Stanford
"Silveira, Agripino", ,0,Not Hot, ,Languages,Stanford
"Skinner, Marcus",4.6,12,Hot,2.3,English,Stanford
"Solgaard, Olav", ,0,Not Hot, ,Engineering,Stanford
"Solomon, ED", ,0,Not Hot, ,Chemistry,Stanford
"Sommer, Matthew", ,0,Not Hot, ,History,Stanford
"Sotiriou, ", ,0,Not Hot, ,English,Stanford
"Spradlin, Melody",4,1,Hot,3,Engineering,Stanford
"Springer, George",5,3,Hot,4.3,Engineering,Stanford
"Stacey, Andrew",3,1,Not Hot,2,Mathematics,Stanford
"Stanescu, Vasile",5,1,Hot,1,Humanities,Stanford
"Stegner, Lynn", ,0,Not Hot, ,Writing,Stanford
"Stein, Luke", ,0,Not Hot, ,Economics,Stanford
"Stine, Alison",4.1,18,Hot,4.1,Writing,Stanford
"Solomon, Edward",2.5,2,Not Hot,3.5,Chemistry,Stanford
"Sorensen, Jesper", ,0,Not Hot, ,Sociology,Stanford
"Soundararajan, Kannan", ,0,Not Hot, ,Mathematics,Stanford
"Sprague, Mary",2.7,3,Not Hot,3.3,Political Science,Stanford
"Srinivasan, Balaji",4.8,2,Not Hot,2.5,Biology,Stanford
"Stack, Dan",3.4,8,Not Hot,2.8,Chemistry,Stanford
"Starkman, Ruth",5,11,Hot,2.5,Philosophy,Stanford
"Steidle, ED", ,0,Not Hot, ,Comparative Literature,Stanford
"Stimel, Derek",2.5,2,Not Hot,3,Economics,Stanford
"Strnad, James Frank",3.3,3,Not Hot,3,Law,Stanford
"Subeh, Mohammad",4,1,Hot,2,Biology,Stanford
"Sullivan, Kathleen",4.5,1,Hot,3,Law,Stanford
"Susskind, Lenny",3.6,8,Not Hot,1.8,Physics,Stanford
"Tachawachira, Pantipa",1,1,Not Hot,1,Management,Stanford
"Tafolla-Young, Kathryne", ,0,Not Hot, ,Sociology,Stanford
"Tanaka, Shimon",4.8,2,Hot,4.5,English,Stanford
"Taylor, Johnathan",3.5,2,Not Hot,4,Mathematics,Stanford
"Tendall, Mark",3.7,28,Not Hot,3.1,Economics,Stanford
"Theslikai, Kenric",4.8,4,Hot,2.8,Languages,Stanford
"Thomas, Scott",3.5,1,Hot,4,Physics,Stanford
"Sullivan, Hannah",4.5,1,Hot,2,English,Stanford
"Surwillo, Lisa",3.3,3,Not Hot,4,Languages,Stanford
"Szabo, Victoria",4.8,3,Not Hot,4.3,Humanities,Stanford
"Tadelis, Steven",3.3,3,Not Hot,1.7,Economics,Stanford
"Tallent, Elizabeth",5,2,Hot,3,English,Stanford
"Taylor, Charles", ,0,Not Hot, ,Engineering,Stanford
"Tempesta, Giovanni",5,6,Hot,4.3,Languages,Stanford
"Tertilt, Michele",2.5,2,Not Hot,2,Economics,Stanford
"Thomas, Ewart",4.7,11,Not Hot,3.5,Psychology,Stanford
"Thompson, Melanie",5,1,Hot,5,Geology,Stanford
"Thorne, Frank",4,1,Not Hot,3,Mathematics,Stanford
"Tibshirani, Rob",1.5,4,Not Hot,4.2,Mathematics,Stanford
"Todhunter, Andrew", ,0,Not Hot, ,English,Stanford
"Tomlin, Claire",4.3,3,Not Hot,3.3,Engineering,Stanford
"Trotabas, Denis", ,0,Not Hot, ,Mathematics,Stanford
"Tversky, Barbara",5,1,Not Hot,3,Psychology,Stanford
"Tzou, Leo",4,2,Not Hot,2,Mathematics,Stanford
"Vakil, Ravi",5,2,Hot,3,Mathematics,Stanford
"Vanderkindren, N",4.5,1,Not Hot,2,Fine Arts,Stanford
"Verplank, ", ,0,Not Hot, ,Computer Science,Stanford
"Thrun, Sebastian",4.5,2,Not Hot,4,Computer Science,Stanford
"Tobagi, Fouad",1.5,5,Not Hot,2.6,Engineering,Stanford
"Tomiyama, Yoshiko", ,0,Not Hot, ,Languages,Stanford
"Tomz, Mike",4.5,13,Hot,2.8,Political Science,Stanford
"Tuzzato, Alessandro",4.5,3,Hot,2.7,Languages,Stanford
"Tyler, Leonard", ,0,Not Hot, ,Engineering,Stanford
"Ullman, Jeff",1.9,7,Not Hot,2.9,Computer Science,Stanford
"Valdes, Guadalupe",2.7,12,Not Hot,4.4,Education,Stanford
"Vasy, Andras",4,1,Not Hot,4,Mathematics,Stanford
"Vinograd, Richard", ,0,Hot, ,Art History,Stanford
"Wachs, Megan", ,0,Not Hot, ,Computer Science,Stanford
"Waldron, Keith",3,1,Not Hot,2,Engineering,Stanford
"Walters, Sarah",3.9,4,Hot,3.2,Engineering,Stanford
"Wasow, Tom",3.4,5,Not Hot,3,Languages,Stanford
"Weber, Thomas",2.5,3,Not Hot,1.7,Engineering,Stanford
"Weinstein, Jeremy",5,3,Hot,1,Political Science,Stanford
"White, Brian",4.8,5,Hot,3,Mathematics,Stanford
"Wieczorek, Wojciech",3.9,4,Not Hot,2.5,Mathematics,Stanford
"Wilcox, Michael", ,0,Not Hot, ,Anthropology,Stanford
"Willihnganz, Jonah",4.8,4,Hot,1.5,Writing,Stanford
"Wagner, Anthony",5,1,Hot,3,Psychology,Stanford
"Waldron, Ken",1,1,Not Hot,1,Engineering,Stanford
"Walton, Greg",4.5,1,Hot,3,Psychology,Stanford
"Waymouth, Robert",4.5,4,Not Hot,2.5,Chemistry,Stanford
"Wechsler, Risa", ,0,Not Hot, ,Physics,Stanford
"Weisberg, Robert",4.6,4,Hot,2.8,Law,Stanford
"White, Marvina",1.3,3,Not Hot,3,Writing,Stanford
"Wilber, Cindy",5,1,Not Hot,3,Biology,Stanford
"Wilde, Douglass", ,0,Not Hot, ,Engineering,Stanford
"Wine, Jeffrey",3.2,4,Not Hot,2.5,Psychology,Stanford
"Wise, Jonathan",2,1,Not Hot,3,Mathematics,Stanford
"Woehrmann, Peter", ,0,Not Hot, ,Engineering,Stanford
"Wolfers, Justin",4.8,2,Hot,4,Business,Stanford
"Woloch, Alex",2.6,9,Not Hot,2.3,English,Stanford
"Woods, M.C.", ,0,Not Hot, ,Philosophy,Stanford
"Wyle, Susan",4.5,1,Not Hot,5,Writing,Stanford
"Yanagisako, Sylvia",4,1,Hot,2,Anthropology,Stanford
"Yearley, Lee",4.2,10,Not Hot,3.2,Religious Studies,Stanford
"Young, Patrick",4.4,7,Not Hot,4.4,Computer Science,Stanford
"Zare, Richard",4,4,Not Hot,4,Chemistry,Stanford
"Wittman, Laura",5,1,Hot,5,Languages,Stanford
"Wolf, John", ,0,Not Hot, ,Anthropology,Stanford
"Wolff, Tobias",4.2,8,Hot,3,English,Stanford
"Wood, Samuel Chatham", ,0,Not Hot, ,Marketing,Stanford
"Wright, Gavin",3.5,3,Not Hot,4.3,Economics,Stanford
"Xing, Haipeng",1.5,1,Not Hot,1,Mathematics,Stanford
"Yandulov, Dimitry",3.2,5,Not Hot,2.6,Chemistry,Stanford
"Yilmaz, Robyn",3.2,2,Not Hot,3,Computer Science,Stanford
"Younger, Jarred", ,0,Not Hot, ,Medicine,Stanford
"Zelenski, Julie",4.3,17,Not Hot,2.8,Computer Science,Stanford
"Zeng, Hong",3.9,14,Not Hot,1.9,Languages,Stanford
"Zhang, Nancy",1.5,3,Not Hot,1.3,Statistics,Stanford
"Zipperstein, Steven",3.8,3,Not Hot,4.3,History,Stanford
"Zerner, Martin Paul Wilhelm", ,0,Not Hot, ,Mathematics,Stanford
"Zimbardo, Philip",3.2,28,Not Hot,3.5,Psychology,Stanford
"Zoback, Mark",3.5,4,Not Hot,3,Geology,Stanford
"Aazami, Amir",4.9,7,Hot,3,Mathematics,Duke
"Abdulkadiroglu, Atila",2.4,4,Not Hot,2.5,Economics,Duke
"Adamson, Morgan",3,1,Not Hot,5,Film,Duke
"Admay, Catherine",4,8,Not Hot,1.9,Public Policy,Duke
"Aers, David",4.7,9,Not Hot,2.8,English,Duke
"Aguilar-Castro, Jaditza",1.2,4,Not Hot,2,Languages,Duke
"Aho, Lara",3.7,3,Not Hot,4,Classics,Duke
"Alberts, Susan",3.6,8,Not Hot,3.5,Biology,Duke
"Alden, Betsy",5,1,Hot,5,Public Policy,Duke
"Alexander, Susan",4.1,7,Hot,2.4,Psychology,Duke
"Abayomi, Kobi",3,20,Hot,1.5,Mathematics,Duke
"Abe, Stanley",2.5,4,Not Hot,3.2,Art History,Duke
"Adler, Eric",4.2,14,Hot,2.9,Classics,Duke
"Adrian, Francisco",3.4,6,Not Hot,3.3,Spanish,Duke
"Agarwal, Pankaj",4.2,3,Not Hot,1,Computer Science,Duke
"Ahern, Jennifer",4,12,Not Hot,2.8,Writing,Duke
"Albers, Benjamin",4.3,23,Hot,3.3,Writing,Duke
"Albertson, John",4.2,7,Not Hot,4,Engineering,Duke
"Aldrich, Eric",3.1,5,Not Hot,3.2,Economics,Duke
"Allard, William",1.6,15,Not Hot,2,Mathematics,Duke
"Allen, Leah",4.7,3,Hot,2.7,Women,Duke
"Allsep, Michael",4.5,3,Not Hot,2.7,History,Duke
"Amienne, Kelly",2,4,Not Hot,1.5,English,Duke
"Ananat, Elizabeth",3.5,5,Not Hot,1.8,Public Policy,Duke
"Anderson, David",5,4,Not Hot,3.2,Mathematics,Duke
"Anderson, Lisa",4,1,Not Hot,4,Languages,Duke
"Andrews, Edna",4.7,31,Not Hot,4.2,Languages,Duke
"Antliff, Mark",3.3,16,Not Hot,3.2,Fine Arts,Duke
"Antonioli, Kathleen",5,3,Not Hot,4.3,Languages,Duke
"Applewhite, James",3.4,5,Not Hot,4.4,English,Duke
"Allison, Anne",3.6,18,Not Hot,3.6,Anthropology,Duke
"Alphin, Franca",2.5,4,Not Hot,2.2,Physical Education,Duke
"Amin, Kartina",5,1,Not Hot,2,Languages,Duke
"Ananat, Ryan",2.2,2,Not Hot,4.5,Public Policy,Duke
"Anderson, Eileen",4.3,3,Not Hot,4.3,Spanish,Duke
"Anderson, Ruth",5,1,Not Hot,3,Nursing,Duke
"Anomaly, Jonathan",4.8,13,Hot,3.3,Philosophy,Duke
"Antonaccio, Carla",4.6,7,Not Hot,5,Classics,Duke
"Appel, Sara",1,1,Not Hot,5,Literature,Duke
"Appleyard, Karen",2.8,4,Not Hot,2.8,Psychology,Duke
"Aravamudan, Srinivas",1,1,Not Hot,1,English,Duke
"Arce, Ayana",4.5,1,Not Hot,5,Physics,Duke
"Ardito, Alyssa", ,0,Not Hot, ,Political Science,Duke
"Ariely, Dan",3.3,7,Hot,3,Economics,Duke
"Armstrong, Nancy",3.5,2,Not Hot,2.5,English,Duke
"Ashton-James, Claire",4.1,7,Not Hot,3.1,Management,Duke
"Aspinwall, Paul",3.5,3,Not Hot,2.7,Mathematics,Duke
"Atkins, Jed",4,4,Hot,3,Classics,Duke
"Babu, Shivnath",2.5,1,Not Hot,4,Computer Science,Duke
